学科,年份,省份,类型,客观题数,客观缺口,合计缺口,听力题,源文件路径
chemistry,2012,hainan,independent,8,1,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2012/2012年高考化学试卷（海南）（解析卷）.docx
geography,2019,shanghai,independent,19,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2019/2019年高考地理试题（上海）（解析卷）.docx
chinese,2020,national,national_iii,6,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2020/2020年高考语文试卷（新课标Ⅲ卷）（解析卷）.docx
biology,2023,hubei,independent,6,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（湖北）（解析卷）.docx
history,2012,anhui,independent,7,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（安徽）（解析卷）.docx
history,2024,national,national_a,7,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（全国甲卷）（解析卷）.docx
history,2023,hubei,independent,15,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（湖北）（解析卷）.docx
biology,2013,anhui,independent,2,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（安徽）（解析卷）.docx
geography,2018,hainan,independent,19,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2018/2018年高考地理试卷（海南）（解析卷）.docx
english,2022,national,national_a,34,1,2,18,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2022/2022年高考英语试卷（全国甲卷）（解析卷）.docx
english,2022,national,national_b,33,1,2,18,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2022/2022年高考英语试卷（全国乙卷）（解析卷）.docx
politics,2022,hainan,independent,5,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2022/2022年高考政治试卷（海南）（解析卷）.docx
math,2010,tianjin,independent,10,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2010/2010年高考数学试卷（理）（天津）（解析卷）.docx
biology,2016,national,national_iii,5,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2016/2016年高考生物试卷（新课标Ⅲ）（解析卷）.docx
geography,2021,hunan,independent,9,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2021/2021年高考地理试卷（湖南）（解析卷）.docx
politics,2012,chongqing,independent,5,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（重庆）（解析卷）.docx
chemistry,2010,jiangsu,independent,14,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2010/2010年高考化学试卷（江苏）（解析卷）.docx
politics,2024,zhejiang,independent,8,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2024/2024年高考政治试卷（浙江）（1月）（解析卷）.docx
geography,2009,tianjin,independent,9,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2009/2009年高考地理试卷（天津）（解析卷）.docx
history,2015,zhejiang,independent,3,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（浙江）（6月）（解析卷）.docx
physics,2014,shandong,independent,2,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2014/2014年高考物理试卷（山东）（解析卷）.docx
chinese,2018,jiangsu,independent,6,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2018/2018年高考语文试卷（江苏）（解析卷）   .docx
politics,2023,hainan,independent,5,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2023/2023年高考政治试卷（海南）（解析卷）.docx
biology,2021,jiangsu,independent,24,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2021/2021年高考生物试卷（江苏）（解析卷）.docx
english,2014,chongqing,independent,1,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（重庆）（解析卷）.docx
biology,2015,tianjin,independent,7,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2015/2015年高考生物试卷（天津）（解析卷）.docx
history,2012,fujian,independent,8,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（福建）（解析卷）.docx
biology,2021,chongqing,independent,18,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2021/2021年高考生物试卷（重庆）（解析卷）.docx
geography,2023,jiangsu,independent,23,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（江苏）（解析卷）.docx
geography,2024,zhejiang,independent,13,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（浙江）（1月）（解析卷）.docx
biology,2017,beijing,independent,6,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2017/2017年高考生物试卷（北京）（解析卷）.docx
politics,2015,chongqing,independent,3,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2015/2015年高考政治试卷（重庆）（解析卷）.docx
chinese,2015,beijing,independent,4,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（北京）（解析卷）.docx
chemistry,2021,shanghai,independent,23,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2021/2021年高考化学试卷（上海）（解析卷）.docx
geography,2013,zhejiang,independent,12,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2013/2013年高考地理试卷（浙江）（解析卷）.docx
chemistry,2012,chongqing,independent,2,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2012/2012年高考化学试卷（重庆）（解析卷）.docx
chemistry,2021,hunan,independent,15,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2021/2021年高考化学试卷（湖南）（解析卷）.docx
physics,2012,chongqing,independent,2,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2012/2012年高考物理试卷（重庆）（解析卷）.docx
chinese,2020,national,national_i,6,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2020/2020年高考语文试卷（新课标Ⅰ卷）（解析卷）.docx
geography,2023,hebei,independent,13,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（河北）（解析卷）.docx
physics,2023,national,national_b,11,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2023/2023年高考物理试卷（全国乙卷）（解析卷）.docx
history,2024,hainan,independent,15,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（海南）（解析卷）.docx
geography,2023,hunan,independent,16,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（湖南）（解析卷）.docx
math,2018,tianjin,independent,1,1,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2018/2018年高考数学试卷（文）（天津）（解析卷）.docx
math,2015,chongqing,independent,15,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2015/2015年高考数学试卷（文）（重庆）（解析卷）.docx
chemistry,2023,guangdong,independent,21,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2023/2023年高考化学试卷（广东）（解析卷）.docx
chemistry,2024,guangdong,independent,18,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（广东）（解析卷）.docx
chemistry,2024,zhejiang,independent,21,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（浙江）（1月）（解析卷）.docx
chemistry,2024,fujian,independent,14,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（福建）（解析卷）.docx
chemistry,2024,guizhou,independent,18,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（贵州）（解析卷）.docx
geography,2023,hubei,independent,10,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（湖北）（解析卷）.docx
geography,2024,national,national_a,10,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（全国甲卷）（解析卷）.docx
geography,2024,anhui,independent,16,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（安徽）（解析卷）.docx
geography,2024,jiangsu,independent,22,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（江苏）（解析卷）.docx
geography,2024,hubei,independent,15,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（湖北）（解析卷）.docx
geography,2024,hunan,independent,16,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2024/2024年高考地理试卷（湖南）（解析卷）.docx
geography,2025,hunan,independent,17,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2025/2025年湖南省新高考地理高考真题（解析版）.docx
biology,2013,national,national_ii,6,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（新课标Ⅱ）（解析卷）.docx
history,2009,jiangsu,independent,20,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2009/2009年高考历史试卷（江苏）（解析卷）.docx
biology,2015,beijing,independent,5,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2015/2015年高考生物试卷（北京）（解析卷）.docx
biology,2015,national,national_i,6,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2015/2015年高考生物试卷（新课标Ⅰ）（解析卷）.docx
biology,2015,zhejiang,independent,6,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2015/2015年高考生物试卷（浙江）【6月】（解析卷）.docx
biology,2015,chongqing,independent,10,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2015/2015年高考生物试卷（重庆）（解析卷）.docx
biology,2016,beijing,independent,4,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2016/2016年高考生物试卷（北京）（解析卷）.docx
biology,2016,national,national_ii,5,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2016/2016年高考生物试卷（新课标Ⅱ）（解析卷）.docx
biology,2017,tianjin,independent,7,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2017/2017年高考生物试卷（天津）（解析卷）.docx
biology,2017,national,national_iii,5,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2017/2017年高考生物试卷（新课标Ⅲ）（解析卷）.docx
biology,2018,tianjin,independent,6,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2018/2018年高考生物试卷（天津）（解析卷）.docx
biology,2018,national,national_iii,4,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2018/2018年高考生物试卷（新课标Ⅲ）（解析卷）.docx
history,2015,guangdong,independent,6,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（广东）（解析卷）.docx
politics,2012,shandong,independent,4,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（山东）（解析卷）.docx
politics,2012,anhui,independent,3,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（安徽）（解析卷）.docx
biology,2022,hubei,independent,22,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2022/2022年高考生物试卷（湖北）（解析卷）.docx
biology,2022,liaoning,independent,7,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2022/2022年高考生物试卷（辽宁）（解析卷）.docx
biology,2023,shandong,independent,25,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（山东）（解析卷）.docx
physics,2024,fujian,independent,13,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2024/2024年高考物理试卷（福建）（解析卷）.docx
physics,2024,hunan,independent,12,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2024/2024年高考物理试卷（湖南）（解析卷）.docx
physics,2024,jiangxi,independent,13,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2024/2024年高考物理试卷（江西）（解析卷）.docx
physics,2023,hunan,independent,13,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2023/2023年高考物理试卷（湖南）（解析卷）.docx
physics,2023,national,national_a,11,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2023/2023年高考物理试卷（全国甲卷）（解析卷）.docx
physics,2022,liaoning,independent,13,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（辽宁）（解析卷）.docx
physics,2022,hubei,independent,14,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（湖北）（解析卷）.docx
physics,2022,zhejiang,independent,20,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（浙江）【1月】（解析卷）.docx
physics,2022,national,national_a,13,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（全国甲卷）（解析卷）.docx
physics,2021,hubei,independent,14,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2021/2021年高考物理试卷（湖北）（解析卷）.docx
history,2023,fujian,independent,10,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（福建）（解析卷）.docx
physics,2021,jiangsu,independent,12,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2021/2021年高考物理试卷（江苏）（解析卷）.docx
physics,2021,beijing,independent,16,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2021/2021年高考物理试卷（北京）（解析卷）.docx
history,2024,guangdong,independent,10,1,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（广东）（解析卷）.docx
